aX,aY,aZ,gX,gY,gZ
-0.148,-0.139,1.029,-3.723,8.118,14.587
-0.064,-0.026,1.020,-4.700,6.958,10.681
-0.041,0.100,0.957,-6.897,3.723,10.803
0.049,0.094,1.028,-4.822,8.911,15.259
0.050,0.108,1.028,-5.493,7.141,19.836
0.061,0.055,1.046,-7.690,6.592,24.597
0.042,-0.001,1.025,-10.437,6.165,26.855
0.046,-0.020,0.981,-13.550,4.028,26.001
0.025,-0.016,0.916,-13.428,1.892,24.231
0.037,-0.022,0.884,-9.521,3.723,22.156
0.037,-0.010,0.878,-4.456,3.967,19.714
0.044,0.005,0.909,2.075,4.211,18.311
0.062,0.019,0.951,8.057,4.028,17.883
0.080,0.065,0.964,11.475,-0.671,17.090
0.085,0.094,0.936,13.184,-7.568,16.907
0.120,0.137,0.859,13.306,-10.864,16.724
0.136,0.126,0.814,12.878,-7.874,19.897
0.093,0.063,0.839,12.329,-3.296,24.231
0.062,0.011,0.871,8.545,1.343,26.062
0.026,0.020,0.916,3.296,3.479,24.292
0.100,0.047,1.114,4.578,-3.418,21.973
-0.122,0.017,0.983,13.672,-25.452,22.034
-0.013,0.053,0.938,18.677,-23.132,19.470
-0.066,-0.005,1.071,28.564,-21.057,20.325
-0.054,-0.037,1.062,33.875,-24.048,20.630
-0.135,-0.044,1.135,29.724,-27.893,19.287
-0.148,-0.030,1.139,18.677,-20.264,19.897
-0.130,0.032,1.007,1.770,-6.592,21.423
-0.178,0.016,1.021,-3.052,3.540,25.940
-0.166,-0.001,1.068,-4.456,10.742,28.625
-0.139,-0.011,1.052,-8.545,10.132,27.710
-0.151,0.005,1.004,-12.939,4.883,26.062
-0.128,-0.002,0.954,-12.939,2.319,25.574
-0.118,0.029,0.916,-8.789,1.160,25.757
-0.086,0.036,0.905,-1.099,-1.465,26.855
-0.109,-0.011,0.910,7.019,-3.601,28.931
-0.149,-0.048,0.915,12.512,-5.676,29.846
-0.174,-0.076,0.931,15.564,-7.080,28.320
-0.202,-0.096,0.948,14.465,-7.263,25.940
-0.205,-0.079,0.948,10.010,-6.226,22.461
-0.237,-0.072,0.979,7.080,-4.700,20.508
-0.262,-0.081,1.033,8.911,-1.221,20.691
-0.237,-0.118,1.043,13.000,0.122,19.897
-0.263,-0.066,1.034,12.268,-3.235,17.700
-0.259,-0.038,1.031,9.338,-3.967,16.724
-0.247,-0.042,1.025,5.737,-1.709,16.907
-0.248,-0.052,1.000,1.831,-1.709,17.456
-0.279,-0.065,0.984,-0.366,-2.258,17.700
-0.294,-0.073,0.967,-0.366,-0.671,18.311
-0.277,-0.060,0.926,0.916,-0.061,18.677
-0.265,-0.048,0.897,2.808,-2.014,19.348
-0.286,-0.080,0.932,8.057,-3.113,21.301
-0.311,-0.123,0.976,14.099,-3.723,22.278
-0.332,-0.167,1.023,17.029,-7.019,20.691
-0.359,-0.177,1.090,14.099,-11.780,16.418
-0.291,-0.086,1.032,6.165,-14.526,10.742
-0.260,-0.092,0.982,7.385,-21.790,9.705
-0.317,-0.088,0.959,8.911,-31.067,9.521
-0.335,-0.096,0.947,6.775,-33.508,8.545
-0.388,-0.127,1.002,5.310,-28.076,7.874
-0.338,-0.114,0.999,4.333,-19.226,6.409
-0.299,-0.061,0.964,3.235,-17.456,4.517
-0.277,-0.016,0.940,3.174,-17.456,4.700
-0.263,-0.016,0.952,3.479,-14.465,6.592
-0.264,-0.054,0.968,3.723,-10.864,8.606
-0.277,-0.097,0.972,3.967,-9.094,9.155
-0.280,-0.105,0.965,4.150,-7.385,8.057
-0.265,-0.090,0.966,4.211,-4.639,5.920
-0.226,-0.054,0.969,3.967,-1.953,4.211
-0.187,-0.033,0.973,3.662,0.427,3.845
-0.169,-0.031,0.979,3.967,1.465,4.150
-0.126,-0.030,0.977,3.906,2.502,3.601
-0.083,-0.014,0.977,2.930,5.676,2.991
-0.045,-0.021,1.006,2.197,9.216,3.113
-0.037,0.010,1.005,1.831,7.874,2.808
-0.052,0.014,0.951,2.136,3.723,3.174

0.007,-0.039,1.005,2.014,-0.671,1.648
0.027,-0.027,1.037,-0.427,-2.502,0.671
0.009,-0.002,1.012,-3.662,-5.859,-0.427
0.052,0.102,1.035,-5.127,-6.897,-2.136
0.494,-0.073,0.785,-9.766,-7.690,-4.150
0.136,0.060,0.905,-10.803,-20.935,0.854
0.370,-0.045,0.964,1.770,-1.709,7.080
0.466,-0.026,0.972,3.479,3.540,7.751
0.603,-0.089,0.950,4.211,4.700,9.705
0.696,-0.204,0.962,6.226,6.531,13.489
0.766,-0.211,0.950,6.775,7.324,13.794
0.754,-0.171,0.950,7.202,8.789,13.489
0.732,-0.073,0.944,7.385,8.057,12.390
0.699,0.003,0.939,6.836,6.348,11.841
0.685,-0.015,0.945,6.958,4.639,13.855
0.628,-0.056,0.949,6.714,2.258,15.991
0.573,-0.060,0.968,5.920,0.916,16.174
0.546,-0.095,0.966,5.127,2.502,14.343
0.447,-0.034,0.930,4.150,0.366,13.245
0.448,0.079,0.973,2.991,0.061,15.137
0.349,0.040,0.980,2.441,-0.549,22.217
0.235,-0.040,0.949,2.930,-0.854,28.809
0.155,-0.032,0.989,2.625,-1.282,31.677
0.093,-0.028,0.989,2.014,-2.747,32.776
0.036,-0.061,0.989,1.892,-2.380,33.997
-0.020,-0.047,0.967,0.977,-2.136,33.325
-0.051,-0.105,1.017,2.380,-1.526,31.494
-0.148,-0.093,0.949,2.808,-3.906,28.320
-0.062,0.058,0.988,-0.488,0.427,25.818
-0.060,0.083,0.990,-1.099,1.282,28.381
-0.133,-0.014,1.002,1.709,-2.563,34.790
-0.152,-0.127,1.000,4.517,-1.892,37.720
-0.107,-0.176,0.975,5.798,-0.793,37.231
-0.119,-0.134,0.982,4.211,-1.465,36.377
-0.125,-0.116,0.988,4.211,-2.136,36.865
-0.106,-0.154,0.970,6.470,-0.854,37.842
-0.139,-0.200,0.993,6.775,-1.404,36.865
-0.119,-0.152,1.010,5.493,-0.854,33.081
0.006,-0.120,0.962,5.188,1.404,29.480
0.038,-0.090,0.990,3.784,0.305,26.855
0.049,-0.065,0.991,3.113,0.427,24.841
0.134,-0.040,0.981,3.174,2.136,21.057
0.150,-0.074,0.983,3.662,2.747,21.301
0.100,-0.121,0.988,1.831,2.747,22.034
0.098,-0.015,1.024,-0.244,10.498,19.897
0.241,-0.185,0.940,3.662,10.498,19.897
0.082,0.129,0.931,0.427,-13.306,17.822
0.207,0.090,0.967,4.089,-1.709,25.574
0.266,0.005,1.027,9.644,6.592,32.227
0.247,-0.024,0.985,7.446,5.005,35.095
0.233,-0.074,0.975,4.028,3.845,34.790
0.193,-0.057,0.968,1.099,0.916,32.471
0.152,-0.001,0.972,-0.793,-3.174,29.968
0.180,0.029,0.973,-0.732,-6.104,29.663
0.138,0.014,0.944,-0.183,-11.719,31.372
0.062,-0.010,0.911,-0.122,-14.038,32.898
0.067,0.010,0.924,-0.671,-7.507,33.508
0.048,-0.025,0.968,-0.122,-3.052,34.546
-0.055,-0.115,1.028,1.831,-2.319,34.485
0.003,-0.123,1.003,2.075,0.305,31.189
0.050,-0.060,0.986,-1.343,-2.197,27.100
0.042,-0.025,0.968,-2.930,-8.911,25.391
0.025,0.038,0.943,-1.709,-9.155,25.757
0.035,0.066,0.996,3.235,-2.136,28.137
0.041,0.048,1.052,7.996,2.380,31.921
-0.009,-0.004,1.043,6.897,0.244,35.461
-0.058,-0.032,0.981,5.066,-3.723,36.560
-0.084,0.019,0.919,3.662,-6.897,36.499
-0.082,0.038,0.866,5.432,-7.446,37.476
-0.111,0.019,0.881,7.507,-3.235,39.490
-0.165,-0.068,1.003,8.423,4.333,41.382
-0.174,-0.099,1.162,5.981,12.939,41.687
-0.154,-0.070,1.167,2.197,12.634,40.588
-0.129,-0.000,1.094,-0.549,3.906,39.856
-0.143,-0.034,1.004,1.221,-4.089,40.894
-0.191,-0.039,0.964,7.019,-9.460,40.955
-0.211,-0.069,0.945,14.709,-12.817,40.833
-0.242,-0.078,0.944,20.142,-13.733,39.185
-0.258,-0.027,0.920,20.691,-14.160,36.743
-0.276,0.001,0.923,16.846,-12.390,35.828
-0.286,-0.037,0.938,12.634,-7.935,36.377
-0.255,-0.032,0.937,7.812,-11.047,36.316
-0.316,-0.011,0.907,4.578,-19.287,35.950
-0.341,-0.061,0.906,4.272,-14.343,37.292
-0.331,-0.153,0.864,4.883,-4.883,37.048
-0.319,-0.150,0.817,8.728,1.160,34.729
-0.354,-0.108,0.932,17.456,1.587,31.433
-0.362,-0.052,1.066,28.564,-0.916,28.198
-0.536,-0.266,1.494,39.429,-8.728,26.245
-0.410,-0.007,1.322,23.071,-9.338,20.569
-0.163,0.126,0.995,23.254,-6.897,21.362
-0.257,-0.133,0.892,33.142,-19.165,30.151
-0.346,-0.191,0.878,25.208,-21.912,31.738
-0.377,-0.019,0.847,8.972,-13.367,24.475
-0.315,-0.019,0.914,1.587,5.432,22.217
-0.318,-0.043,0.970,2.991,13.611,22.034
-0.340,-0.026,0.996,6.226,7.324,19.165
-0.354,-0.078,1.020,12.329,0.549,16.663
-0.349,-0.123,1.002,14.709,-4.089,13.794
-0.363,-0.170,1.000,14.282,-8.362,10.315
-0.355,-0.176,1.009,14.160,-9.644,6.348
-0.305,-0.086,1.012,14.038,-10.986,2.930
-0.224,-0.086,0.995,13.062,-13.062,2.197
-0.242,-0.138,0.953,10.803,-15.259,2.686
-0.263,-0.102,0.955,6.104,-14.587,1.160
-0.207,-0.061,0.963,3.601,-7.996,0.000
-0.186,-0.077,0.950,1.343,-4.517,0.061
-0.212,-0.097,0.951,-2.563,-4.822,-0.305
-0.202,-0.088,0.968,-4.333,-2.991,-1.709
-0.161,-0.049,0.980,-5.310,-0.244,-3.357
-0.119,-0.054,0.985,-5.127,0.854,-3.601
-0.094,-0.083,0.935,-6.042,-1.160,-3.235
-0.137,-0.077,0.934,-9.521,-2.563,-3.418
-0.148,-0.054,0.984,-11.292,1.465,-3.662
-0.136,-0.032,0.979,-11.047,6.348,-3.357
-0.084,-0.022,0.990,-8.850,10.925,-2.930
-0.058,-0.052,0.974,-7.751,8.240,-1.526
-0.099,-0.045,0.970,-10.559,2.441,-0.732
-0.108,-0.014,1.000,-12.085,1.648,-0.244

0.030,-0.048,1.002,2.136,-2.319,1.587
0.064,-0.065,1.013,0.244,-2.502,0.793
0.152,-0.085,1.028,-2.747,-3.296,-1.526
0.326,-0.034,0.953,-7.446,-4.700,-6.348
0.323,-0.111,1.247,-8.667,-5.981,-9.460
0.662,0.032,0.654,-17.517,-15.930,-14.221
0.407,0.039,0.998,-3.784,-5.920,-6.897
0.609,-0.050,0.940,3.296,7.141,-6.287
0.609,-0.002,0.936,3.662,8.545,-10.437
0.698,0.026,0.928,4.944,7.141,-12.512
0.729,0.074,0.937,6.165,5.310,-12.512
0.767,0.078,0.963,6.897,4.822,-11.047
0.752,0.030,1.014,9.216,5.737,-8.789
0.717,-0.091,1.183,12.085,6.042,-7.935
0.625,-0.096,1.124,11.780,3.662,-11.047
0.712,-0.010,1.003,8.728,10.986,-14.038
0.786,0.105,1.046,1.038,17.334,-13.184
0.651,0.249,0.965,-9.766,3.845,-7.996
0.574,0.328,0.847,-10.681,0.061,1.099
0.561,0.283,0.879,-0.671,12.573,12.939
0.472,0.195,0.981,11.597,15.625,22.705
0.380,0.094,1.113,21.179,8.728,27.771
0.304,-0.001,1.126,27.588,0.244,29.358
0.246,-0.100,1.073,28.809,-8.911,28.564
0.143,-0.179,0.982,20.386,-17.822,25.024
0.051,-0.257,0.907,7.690,-17.090,19.775
0.001,-0.271,0.877,-6.287,-9.094,12.634
-0.038,-0.223,0.864,-18.250,-2.991,6.104
-0.012,-0.083,0.819,-24.231,2.258,2.197
0.030,0.050,0.774,-20.996,6.226,3.845
0.045,0.094,0.785,-11.536,9.949,10.559
-0.057,0.036,0.811,0.122,13.855,19.653
0.070,-0.016,0.922,8.179,19.897,25.940
-0.047,-0.109,0.976,10.681,10.132,29.480
-0.109,-0.198,0.944,9.033,3.601,28.687
-0.154,-0.303,0.952,5.310,9.644,24.109
-0.170,-0.295,0.975,-1.404,16.113,15.991
-0.055,-0.244,1.070,-7.996,16.418,8.301
-0.190,-0.265,1.114,-11.230,5.920,3.113
-0.092,-0.212,1.001,-11.353,1.770,-3.174
-0.037,-0.050,0.942,-5.432,2.441,-7.324
0.043,0.139,0.804,0.977,-2.197,-6.042
0.115,0.203,0.832,6.226,2.319,2.930
0.057,0.079,0.901,10.193,6.470,15.137
0.011,-0.025,0.949,6.531,10.071,21.729
-0.004,-0.073,1.000,0.977,15.930,21.912
0.007,-0.075,1.031,-2.502,19.348,18.921
0.040,-0.056,1.037,-4.272,17.334,15.259
0.053,-0.063,1.029,-2.930,11.658,12.573
0.030,-0.113,1.041,1.831,5.188,10.254
0.027,-0.104,1.036,7.141,-1.526,6.836
0.064,0.017,0.989,10.315,-8.240,3.601
0.095,0.100,0.938,13.916,-13.550,5.310
0.087,0.116,0.928,17.578,-15.442,11.780
0.063,0.081,0.911,16.907,-14.221,18.982
0.035,0.024,0.894,10.559,-8.362,24.902
0.018,-0.010,0.890,2.686,-0.977,28.870
0.019,-0.042,0.906,-2.747,6.775,30.518
-0.008,-0.117,0.956,-2.869,12.268,30.701
-0.022,-0.150,0.988,-0.366,12.939,27.893
-0.053,-0.130,1.000,4.456,8.545,23.743
-0.069,-0.097,1.006,13.794,2.380,20.142
-0.087,-0.052,1.025,23.621,-3.357,17.700
-0.059,-0.004,1.031,31.006,-9.338,16.602
-0.055,0.016,1.056,32.043,-13.306,17.578
-0.043,0.049,1.020,24.841,-13.550,20.020
-0.037,0.107,0.957,13.184,-11.841,23.926
-0.065,0.036,0.930,5.798,-7.751,29.236
-0.115,-0.057,0.921,3.113,-2.319,32.288
-0.143,-0.088,0.905,2.380,1.160,31.128
-0.138,-0.075,0.886,5.371,2.136,28.503
-0.130,-0.087,0.918,11.719,2.258,25.757
-0.144,-0.106,0.996,17.944,2.075,23.254
-0.101,-0.140,1.294,19.714,0.183,20.264
-0.258,-0.052,1.198,14.221,-17.883,15.747
-0.202,-0.043,1.169,17.578,-18.921,14.832
-0.172,-0.052,1.104,24.170,-15.015,15.198
-0.177,-0.014,1.062,26.428,-22.644,15.076
-0.169,0.016,1.008,23.376,-28.259,15.930
-0.175,-0.002,0.933,17.639,-28.381,18.494
-0.180,-0.065,0.894,12.207,-22.949,20.691
-0.209,-0.115,0.916,10.315,-17.212,21.057
-0.203,-0.123,0.940,11.536,-11.292,19.470
-0.205,-0.084,0.991,14.526,-9.277,17.700
-0.193,-0.068,1.048,16.479,-10.010,16.968
-0.198,-0.099,1.042,15.320,-13.062,16.907
-0.231,-0.129,0.972,12.817,-18.066,15.930
-0.231,-0.141,0.882,13.428,-20.447,13.977
-0.234,-0.140,0.844,19.165,-20.264,11.536
-0.226,-0.103,0.858,24.048,-18.799,9.155
-0.209,-0.067,0.914,25.085,-15.015,7.446
-0.208,-0.088,0.956,22.034,-11.414,7.080
-0.252,-0.132,1.002,15.137,-9.888,7.324
-0.276,-0.158,1.068,5.798,-6.226,5.859
-0.268,-0.121,1.129,-4.333,-3.174,2.747
-0.266,-0.120,1.140,-6.165,-6.836,2.258
-0.280,-0.149,1.121,-2.625,-15.015,2.502
-0.278,-0.162,1.052,-0.305,-21.851,0.977
-0.277,-0.167,1.018,2.991,-25.085,-1.099
-0.226,-0.126,0.995,5.615,-24.719,-2.869
-0.197,-0.111,0.966,7.324,-24.292,-4.150
-0.201,-0.085,0.920,7.507,-23.560,-5.371
-0.205,-0.069,0.875,5.981,-20.874,-4.517
-0.214,-0.047,0.861,3.418,-16.235,-3.296
-0.207,-0.023,0.865,0.000,-10.010,-1.587
-0.204,-0.017,0.903,-2.991,-4.456,1.221
-0.212,-0.113,0.979,-5.737,-0.183,4.395
-0.239,-0.189,1.037,-8.301,4.028,4.333
-0.222,-0.143,1.052,-8.972,5.188,-0.244
-0.180,-0.094,1.039,-6.042,2.441,-3.113
-0.178,-0.111,1.014,0.122,-2.380,-3.296
-0.169,-0.105,0.979,3.540,-5.554,-3.235
-0.158,-0.088,0.964,5.432,-5.737,-3.357
-0.145,-0.072,0.947,6.226,-4.517,-3.296
-0.134,-0.047,0.928,4.578,-4.211,-2.869
-0.127,-0.068,0.919,1.831,-3.235,-1.526
-0.151,-0.071,0.926,-2.075,-0.488,-1.160
-0.127,-0.064,0.956,-4.517,5.432,-0.305
-0.100,-0.071,0.993,-4.211,10.986,0.793

0.005,-0.014,1.015,-0.488,-5.249,3.174
-0.020,0.066,1.022,-4.150,-7.202,1.465
0.041,0.118,0.891,-6.958,-8.362,0.610
-0.061,-0.149,1.023,-7.019,-11.353,0.183
0.089,0.054,0.799,-11.047,-20.935,-13.855
0.385,-0.092,1.018,1.526,8.301,-7.996
0.325,-0.020,0.988,-0.305,6.653,-15.503
0.321,-0.063,0.993,0.732,10.925,-18.616
0.397,-0.017,0.985,1.526,11.475,-20.081
0.446,0.043,0.975,3.845,15.015,-17.883
0.447,0.028,0.978,5.310,17.944,-13.611
0.403,-0.027,0.971,6.836,18.921,-8.301
0.338,-0.102,0.964,6.897,15.198,-8.179
0.314,-0.074,0.932,7.385,10.315,-12.695
0.355,-0.011,0.930,9.033,5.127,-17.761
0.412,0.068,0.996,10.803,0.671,-17.700
0.426,0.094,1.011,10.132,-0.244,-11.780
0.389,0.011,0.973,10.925,3.601,-2.258
0.277,-0.080,1.005,11.658,4.028,5.432
0.225,-0.125,0.994,14.648,2.136,8.545
0.241,-0.130,0.926,18.799,3.174,7.629
0.209,-0.103,0.956,20.142,0.122,5.005
0.171,-0.075,1.002,19.470,-3.418,1.709
0.163,-0.092,1.003,20.325,-3.174,1.038
0.158,-0.078,0.945,20.264,-2.014,0.732
0.225,-0.036,0.883,14.893,1.099,-0.610
0.244,0.009,0.927,4.517,3.357,1.160
0.169,-0.095,1.002,-3.845,1.343,5.554
0.136,-0.160,0.968,-6.836,3.357,10.376
0.076,-0.167,0.979,-5.066,4.944,12.451
0.006,-0.164,1.002,-1.465,1.038,7.751
-0.006,-0.156,0.986,4.272,-0.732,1.526
0.029,-0.101,0.970,10.437,-2.625,-3.418
0.053,-0.100,0.998,16.602,-5.127,-5.554
0.062,-0.049,0.953,15.198,-7.446,-6.897
0.158,0.018,0.922,8.911,-5.249,-5.493
0.159,-0.014,0.958,4.211,-5.310,-1.099
0.083,-0.022,0.981,-1.648,-6.226,3.357
0.120,0.027,0.992,-6.470,0.366,5.798
0.144,0.031,0.996,-7.202,4.272,8.301
0.077,-0.016,1.017,-3.967,3.540,12.390
0.088,-0.068,1.012,-1.526,5.554,14.221
0.063,-0.121,0.991,0.977,5.737,14.099
0.046,-0.131,0.982,0.488,6.287,11.353
0.057,-0.105,0.960,-2.441,6.775,5.676
0.135,0.048,0.943,-2.869,5.981,3.235
0.121,0.095,1.012,-0.061,7.629,7.446
0.165,0.049,1.044,6.042,5.371,14.221
0.085,-0.032,1.006,14.404,-4.395,20.508
0.041,-0.054,0.963,20.508,-9.827,22.339
0.065,-0.087,0.923,22.949,-9.766,20.447
0.088,-0.104,0.924,21.484,-6.653,18.372
0.058,-0.120,0.969,14.832,-3.357,16.357
0.056,-0.171,0.978,3.479,-0.610,12.024
0.030,-0.150,0.966,-5.615,0.366,7.324
0.111,0.078,0.849,-12.512,-0.061,3.845
0.199,0.239,0.860,-12.268,2.869,7.996
0.207,0.150,0.993,-6.470,2.380,18.738
0.088,0.044,1.012,-4.395,-6.897,28.564
0.020,-0.037,1.038,-4.333,-9.338,33.936
0.020,-0.039,1.001,-7.385,-3.845,33.813
0.010,-0.062,1.008,-9.827,-1.648,31.616
-0.026,-0.081,1.008,-10.193,-2.075,29.175
-0.046,-0.116,1.027,-9.216,-2.563,26.062
-0.070,-0.147,1.035,-8.911,-1.465,22.583
-0.129,-0.220,1.062,-7.935,-2.075,17.334
-0.122,-0.112,0.954,-6.653,-2.380,11.292
0.010,0.131,0.929,-4.822,2.747,10.132
0.070,0.159,0.997,1.221,6.348,18.677
-0.016,0.026,1.029,4.456,2.014,30.029
-0.109,-0.108,1.028,3.906,0.427,35.706
-0.161,-0.165,1.034,-2.563,2.380,33.203
-0.162,-0.138,1.053,-9.338,6.897,26.611
-0.131,-0.098,1.039,-12.268,8.911,21.240
-0.130,-0.104,1.023,-11.414,7.935,18.738
-0.107,-0.112,1.021,-8.057,6.531,17.395
-0.109,-0.052,1.009,-6.531,1.038,14.648
-0.097,0.005,0.983,-3.479,-3.967,12.695
-0.077,0.101,0.990,3.174,-8.850,14.893
-0.102,0.040,1.036,8.484,-11.902,20.447
-0.169,-0.032,1.059,9.277,-14.282,24.231
-0.165,-0.041,1.010,4.395,-18.799,23.560
-0.150,-0.040,0.911,-2.319,-21.973,21.973
-0.187,-0.079,0.827,-2.747,-24.963,21.606
-0.255,-0.159,0.813,4.028,-25.696,20.142
-0.283,-0.143,0.855,12.146,-20.813,16.907
-0.249,-0.055,0.920,15.137,-11.780,12.817
-0.192,0.026,0.964,13.428,-3.296,11.963
-0.177,0.026,0.961,9.949,-1.038,14.038
-0.185,0.062,0.925,7.080,-4.211,16.663
-0.202,0.040,0.862,7.141,-8.118,18.066
-0.236,-0.001,0.836,12.939,-12.695,20.325
-0.260,-0.068,0.871,19.592,-15.808,21.851
-0.296,-0.122,0.939,20.813,-13.184,20.020
-0.252,0.005,0.926,18.555,-10.193,15.564
-0.162,0.075,0.903,21.179,-14.893,12.024
-0.099,-0.015,0.971,30.212,-22.339,13.550
-0.190,-0.089,1.007,30.823,-25.635,19.226
-0.273,-0.109,1.008,21.851,-27.710,19.531
-0.495,-0.290,1.037,13.977,-27.527,14.771
-0.526,-0.222,1.473,13.672,-25.452,5.493
-0.135,0.158,1.136,-5.310,2.808,-0.671
0.061,0.121,1.014,-8.606,4.272,1.709
-0.234,-0.099,1.028,5.249,-18.127,19.653
-0.373,-0.175,0.983,1.343,-25.269,24.658
-0.297,-0.100,0.944,-16.296,-7.507,16.724
-0.128,0.129,0.795,-29.114,4.578,11.719
-0.119,0.013,0.746,-11.963,-3.235,13.611
-0.413,-0.179,1.082,21.179,-14.099,23.926
-0.362,-0.023,1.128,15.869,-5.066,19.592
-0.085,-0.031,0.984,4.395,1.038,9.766
-0.164,-0.023,0.958,1.221,-4.822,10.071
-0.205,-0.025,0.977,1.953,-7.263,13.000
-0.160,-0.088,0.982,3.296,-2.686,11.780
-0.173,-0.095,1.012,2.991,-1.831,10.803
-0.193,-0.093,1.001,1.526,-3.174,10.254
-0.247,-0.147,0.963,1.404,-5.493,8.667
-0.311,-0.167,0.957,1.282,-6.348,7.568
-0.383,-0.198,1.035,1.587,-4.578,7.385

0.010,-0.029,1.008,3.296,-0.732,4.822
0.061,-0.028,1.001,1.831,-0.183,3.235
0.075,-0.028,1.017,0.244,-1.526,1.770
0.014,-0.038,1.055,-2.441,-2.686,-0.305
0.105,-0.042,1.054,-7.202,4.883,-4.150
0.222,-0.434,1.316,-9.949,15.320,-6.592
0.312,-0.042,0.684,-20.935,8.545,-13.306
0.336,-0.277,0.942,-0.061,18.494,-5.249
0.263,-0.199,0.911,7.690,14.404,-2.258
0.351,-0.104,0.971,10.254,16.968,-6.775
0.490,-0.028,0.919,15.930,22.034,-11.108
0.610,0.009,1.375,20.264,37.048,-8.667
0.633,0.028,0.961,13.794,35.522,-2.808
0.566,-0.101,1.156,14.282,25.208,3.296
0.562,-0.049,0.909,11.353,35.522,8.362
0.550,-0.072,0.900,7.751,33.203,6.165
0.578,-0.109,0.904,11.597,34.729,3.967
0.505,-0.153,0.945,12.695,23.010,-0.916
0.588,-0.195,0.932,21.606,5.981,-6.958
0.577,-0.058,0.882,35.217,-0.916,-8.118
0.663,-0.074,0.849,42.603,2.502,-3.662
0.569,-0.229,0.921,41.626,7.324,3.906
0.397,-0.171,0.973,34.363,7.263,4.639
0.456,0.036,1.001,27.344,9.521,-1.404
0.521,0.064,1.091,24.170,19.348,-0.671
0.464,-0.053,1.159,17.395,22.278,7.141
0.388,-0.194,1.144,-0.610,11.780,9.216
0.386,-0.167,1.002,-20.020,0.916,8.667
0.320,0.021,0.826,-32.227,-5.615,10.742
0.289,0.050,0.799,-31.189,-3.906,16.113
0.211,-0.102,0.879,-17.639,-2.075,20.630
0.177,-0.087,0.890,-8.423,-0.122,22.339
0.180,-0.094,0.903,0.916,-2.869,20.508
0.132,-0.180,0.974,16.174,-4.639,21.362
0.132,-0.240,0.942,23.010,-5.737,20.264
0.173,-0.116,0.858,25.330,-10.498,17.700
0.238,0.067,0.902,25.269,-11.475,20.203
0.260,0.042,0.963,24.292,-3.906,29.297
0.235,-0.132,1.005,19.775,4.028,38.879
0.147,-0.184,0.989,7.507,0.427,41.809
0.090,-0.180,0.924,-2.686,-3.296,39.551
0.126,-0.128,0.901,-2.991,-0.183,37.170
0.078,-0.152,0.928,-0.061,0.916,36.926
0.166,-0.150,0.949,-0.488,1.953,35.767
0.115,-0.243,0.966,-1.343,-5.310,33.386
0.193,0.015,0.844,-5.066,-19.409,29.480
0.084,-0.007,0.832,0.916,-27.893,33.630
-0.026,-0.188,0.960,13.550,-11.230,39.246
0.124,-0.238,1.010,16.174,3.784,38.574
0.041,-0.206,1.023,8.179,2.625,38.208
0.083,-0.079,0.952,-6.287,2.808,36.499
0.128,-0.031,0.922,-13.550,1.953,37.476
0.109,-0.037,0.909,-11.658,-3.052,41.443
0.044,-0.079,0.873,-7.385,-5.188,44.861
-0.011,-0.072,0.799,-2.869,0.061,45.044
-0.000,-0.063,0.886,6.042,16.357,45.349
0.095,-0.047,1.018,10.010,30.884,45.654
0.146,-0.069,1.100,3.540,25.757,44.556
0.084,-0.079,1.110,-3.540,13.184,45.166
0.052,-0.054,1.052,-8.057,1.587,44.739
0.049,-0.070,0.970,-8.423,-4.944,43.518
0.012,-0.123,0.919,-5.798,-11.475,42.114
-0.046,-0.146,0.852,-1.221,-16.968,39.795
-0.086,-0.148,0.802,3.601,-16.418,36.011
-0.067,-0.126,0.811,7.812,-11.536,30.334
-0.035,-0.034,0.889,8.240,-11.047,26.672
0.011,0.089,0.947,1.709,-11.902,25.879
0.003,0.094,0.992,-6.470,-10.132,30.518
-0.046,0.040,1.001,-11.719,-6.958,36.499
-0.069,-0.037,0.979,-14.160,-2.869,39.551
-0.039,-0.072,0.963,-15.442,-1.526,38.940
-0.052,-0.098,0.967,-15.381,-7.507,36.621
-0.115,-0.121,0.964,-10.803,-16.663,33.997
-0.158,-0.170,0.938,-2.319,-20.203,30.273
-0.188,-0.139,0.924,8.667,-17.700,26.123
-0.151,-0.097,0.891,16.052,-13.916,21.851
-0.130,-0.046,0.902,19.165,-13.672,19.104
-0.106,-0.009,0.917,19.043,-19.287,18.372
-0.142,0.046,0.926,16.907,-26.855,19.165
-0.180,0.055,0.964,15.320,-30.823,21.606
-0.197,0.023,0.984,14.893,-27.588,24.475
-0.213,-0.043,1.000,12.878,-21.240,25.085
-0.225,-0.090,1.027,7.812,-15.442,23.926
-0.233,-0.081,1.012,2.991,-12.024,22.217
-0.250,-0.091,1.006,3.479,-13.367,19.775
-0.281,-0.085,1.010,8.911,-16.663,17.212
-0.268,-0.050,1.005,13.672,-19.714,14.954
-0.247,-0.036,1.000,16.174,-22.522,14.038
-0.240,-0.042,1.011,15.747,-23.193,14.343
-0.261,-0.064,1.025,12.573,-20.264,15.503
-0.222,-0.074,1.053,5.920,-15.442,15.747
-0.223,-0.082,1.064,-1.160,-13.733,15.198
-0.306,-0.079,1.041,-4.822,-16.541,14.404
-0.277,-0.032,1.022,-4.761,-6.348,13.550
-0.131,-0.052,1.068,-1.221,7.507,13.733
-0.172,-0.046,1.011,1.526,-6.836,13.733
